filename,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12
Aappa_Aamma_aug16.wav,[144.23076923],-154.03613,109.875114,10.618414,17.417385,10.532429,10.859359,0.030030565,0.7425893,-2.3031971,0.7664193,-6.033127,-2.1435964,-0.7500978,0.3647316,0.34563315,0.35904682,0.41707608,0.3724488,0.35080507,0.3669403,0.41506597,0.5318329,0.3922295,0.36670873,0.33080593
Aappa_Aamma_aug17.wav,[140.625],-136.59566,107.90728,11.810456,15.965989,11.826632,8.1798725,0.19344023,-1.4782611,-1.1543136,-1.7638859,-5.0305877,-2.160524,1.1278379,0.32537127,0.36809114,0.3466806,0.35754,0.43884966,0.35718656,0.353065,0.3658785,0.4316439,0.5441984,0.41521573,0.37092948
Aappa_Aamma_aug18.wav,[140.625],-139.35988,110.00802,10.92722,16.360548,11.687345,8.288335,0.101339936,-1.4389669,-1.1971656,-1.7164838,-5.086673,-2.17175,1.2001948,0.32513162,0.36755347,0.34615767,0.3578026,0.43908182,0.3572741,0.35279414,0.365543,0.4312223,0.5440549,0.41509128,0.3704909
Aappa_Aamma_aug19.wav,[140.625],-189.08862,146.86171,-11.381069,29.734602,3.3124394,13.448998,-5.14058,1.0533373,-3.5597577,-0.3573269,-6.52695,-1.276578,1.7448053,0.3089353,0.25500196,0.29721448,0.2822608,0.29515505,0.36188895,0.31008086,0.27822593,0.3042527,0.36057422,0.4981464,0.39510363
Aappa_Aamma_aug2.wav,[133.92857143],-184.24773,135.83652,-12.282396,27.468065,3.0321634,8.423414,-7.7520227,0.66528493,-4.792051,-2.2548883,-6.425175,3.1415792,-4.6723237,0.47881943,0.33131057,0.28090712,0.22953956,0.27594233,0.25427493,0.2531069,0.33666715,0.24554259,0.25762385,0.2908042,0.3693314
Aappa_Aamma_aug3.wav,[140.625],-187.329,148.95769,-11.4416485,30.03062,3.4186196,14.196743,-4.0952053,1.0356703,-3.019124,-0.32258368,-5.787518,-2.7625077,2.6765606,0.26544926,0.30742168,0.2854225,0.29644608,0.3774374,0.2949895,0.29309943,0.3100907,0.37594664,0.4884963,0.35820025,0.31225798
Aappa_Aamma_aug4.wav,[140.625],-187.38498,149.00336,-11.475712,30.05971,3.3938775,14.215187,-4.111467,1.0462183,-3.0267518,-0.31692934,-5.7885036,-2.7624204,2.6789064,0.2654314,0.30739126,0.2854047,0.2964385,0.37740996,0.29494286,0.2930741,0.31007132,0.37593928,0.48846024,0.3581617,0.31224316
Aappa_Aamma_aug5.wav,[140.625],-187.96318,141.66306,-11.807387,28.934143,2.4990075,11.3304825,-7.202064,1.3580073,-4.5736017,-0.7935007,-7.4853783,1.7710404,-1.840837,0.35826686,0.3002972,0.24641287,0.284055,0.26885942,0.27084735,0.36478844,0.27103162,0.26546648,0.30087575,0.34772345,0.47748366
Aappa_Aamma_aug6.wav,[140.625],-188.08553,141.85136,-11.796914,29.02716,2.5891657,11.476345,-7.037002,1.4020106,-4.4237266,-0.66475546,-7.441802,1.5874848,-1.7159046,0.34912872,0.30033305,0.24731985,0.28780833,0.2679051,0.2723658,0.3633168,0.27439335,0.2674818,0.3018015,0.3610862,0.47834253
Aappa_Aamma_aug7.wav,[140.625],-189.45776,149.2893,-10.983078,29.873636,3.7026513,14.110126,-3.6891925,0.9345642,-2.6713564,-0.33879173,-5.5404186,-3.364119,2.888804,0.26414758,0.31305662,0.28787678,0.28966847,0.37740386,0.296609,0.3024641,0.3109991,0.39073178,0.48921874,0.37495652,0.31618583
Aappa_Aamma_aug8.wav,[140.625],-187.51605,149.10983,-11.556895,30.130388,3.3383553,14.26,-4.1498923,1.071265,-3.043983,-0.3025424,-5.793464,-2.762975,2.682729,0.2654159,0.30737177,0.28542933,0.29645833,0.3774299,0.29491735,0.2930674,0.31010273,0.37592018,0.48845416,0.35813013,0.31222117
Aappa_Aamma_aug9.wav,[140.625],-187.38873,149.00693,-11.479567,30.06389,3.393724,14.216963,-4.113864,1.0458637,-3.026602,-0.31481132,-5.7895365,-2.762938,2.6783063,0.26546332,0.30740678,0.28547353,0.2964751,0.37746704,0.2950077,0.29309487,0.31012204,0.37595055,0.48853847,0.3582364,0.3122776
Aila_Luwaya_aug0.wav,[125.],-182.79501,141.20772,-4.7926755,36.110462,3.3442702,20.597935,-2.635003,12.213098,-2.0747433,8.347818,-4.093063,4.4748077,1.5184053,0.30144918,0.2774039,0.34071913,0.36084485,0.49754244,0.6345839,0.4841273,0.3807231,0.27586472,0.3155647,0.22034162,0.23234977
Aila_Luwaya_aug1.wav,[117.1875],-163.77246,145.82259,-4.41385,37.163475,4.925816,21.248423,-1.5994877,12.866024,-2.2245326,8.459155,-5.103309,5.844072,-0.46228513,0.24387318,0.31745547,0.29930338,0.3648463,0.35198745,0.5100924,0.69128454,0.5515582,0.36880842,0.28384557,0.32788298,0.22847614
Aila_Luwaya_aug10.wav,[117.1875],-131.09442,115.51311,16.837023,22.782257,14.5054865,13.011648,4.507717,6.665922,3.2149985,4.153111,-0.48485193,2.1710722,2.8963912,0.3246873,0.30094236,0.36684486,0.38651502,0.5282435,0.6714266,0.51255524,0.4040466,0.29478818,0.33719292,0.23665448,0.2501046
Aila_Luwaya_aug11.wav,[117.1875],-130.29466,108.94767,18.376078,22.534723,15.618422,11.195189,4.5569434,5.880538,2.5670881,1.957675,-1.0202363,2.2568269,-2.343139,0.23129751,0.25851578,0.31725782,0.28082368,0.3411261,0.34464324,0.5360413,0.67104125,0.48206368,0.3643444,0.25603,0.31951985
Aila_Luwaya_aug12.wav,[117.1875],-163.58177,149.69202,-5.253796,38.510983,3.5411403,21.837076,-2.8216875,12.915103,-2.2076194,8.800073,-4.3554807,4.7076445,1.6918466,0.32205468,0.29749253,0.36521864,0.3866079,0.53168505,0.6707835,0.5051928,0.39649376,0.28974432,0.3325215,0.23018104,0.24709558
Aila_Luwaya_aug13.wav,[117.1875],-174.07623,157.48332,-7.9027295,41.26311,1.7214521,24.548218,-1.9460105,12.525785,-0.048153568,7.1248474,0.34478474,-0.7467904,5.3003945,0.3783968,0.36972585,0.52507627,0.66831666,0.5526429,0.41377708,0.3201114,0.34975916,0.23870812,0.25616977,0.32379612,0.29578078
Aila_Luwaya_aug14.wav,[117.1875],-162.4266,143.99635,-3.065749,36.44188,5.3668084,19.469723,-1.9385563,11.97351,-2.0290534,8.219967,-5.2038417,6.5327687,-2.5406413,0.23776157,0.32079008,0.27950028,0.34136814,0.3187551,0.47247508,0.7002212,0.46101382,0.3559004,0.26782772,0.3182902,0.22354136
Aila_Luwaya_aug15.wav,[117.1875],-163.51819,145.69978,-4.1022587,37.016838,4.759814,20.972075,-1.6597741,12.859548,-2.099496,8.558055,-5.207969,5.849465,-0.86502355,0.23791221,0.31907886,0.295831,0.361122,0.35136336,0.507943,0.69873065,0.5510351,0.3633383,0.2791654,0.3248414,0.22769977
Aila_Luwaya_aug16.wav,[117.1875],-161.69133,149.41072,-5.1967964,38.255623,3.5785959,21.777544,-2.7808394,12.869009,-2.2234173,8.713105,-4.2821393,4.6175175,1.6199117,0.323454,0.2986958,0.36620864,0.38717815,0.53222495,0.6700709,0.50577813,0.39840415,0.2916165,0.3339188,0.23154332,0.25045484
Aila_Luwaya_aug17.wav,[117.1875],-154.90717,134.37074,7.5706434,32.094223,7.156822,22.071049,-0.76543105,12.844817,-2.0317576,10.285043,-3.1292844,4.3154836,-0.7389344,0.3770713,0.41106555,0.5429385,0.6658642,0.52934194,0.4395828,0.33882242,0.35276332,0.24595854,0.25744396,0.317268,0.30433318
Aila_Luwaya_aug18.wav,[117.1875],-162.0435,149.87468,-5.618317,38.64555,3.226485,22.094856,-3.0640757,13.118928,-2.4406726,8.89619,-4.440726,4.7435727,1.5193789,0.32296082,0.29881507,0.36486265,0.38500133,0.5274759,0.6709342,0.5116949,0.40283224,0.29285568,0.3350222,0.23436,0.24780387
Aila_Luwaya_aug19.wav,[117.1875],-144.54788,129.33926,9.335063,27.329458,11.794437,15.066549,2.8340743,8.118114,1.897637,5.291386,-1.4934363,2.6604807,2.8512726,0.32414854,0.30018306,0.36612108,0.38581446,0.5277631,0.67101616,0.51210254,0.40353698,0.29406694,0.33644536,0.23575297,0.24929376
Aila_Luwaya_aug2.wav,[117.1875],-164.24332,147.00354,-4.7439914,37.55416,4.6270723,21.80835,-2.1964035,12.858258,-2.4524703,8.377622,-4.677214,5.6439037,0.47320992,0.31532073,0.2994397,0.36071965,0.3726777,0.4618588,0.6764365,0.55899906,0.39920384,0.27900952,0.32776108,0.24489619,0.23917772
Aila_Luwaya_aug3.wav,[122.2826087],-172.52715,145.49344,-4.9533014,37.256912,3.5064535,21.185963,-2.6702416,12.588144,-2.1099265,8.565267,-4.2051845,4.5738873,1.596517,0.31244066,0.28828186,0.35306105,0.37306985,0.51257366,0.6528969,0.49785873,0.39165932,0.28442517,0.32569703,0.22784561,0.2403244
Aila_Luwaya_aug4.wav,[117.1875],-155.19789,141.54651,0.82625496,33.57495,7.2015257,18.810041,-0.31503144,10.820476,-0.46966615,7.280107,-3.1503482,3.803558,2.1401799,0.32366255,0.2995819,0.36559653,0.38546222,0.52765393,0.6709743,0.511874,0.40317655,0.2935339,0.33570227,0.23506354,0.24860956
Aila_Luwaya_aug5.wav,[117.1875],-143.70212,128.41023,9.903035,26.958017,12.063999,14.86858,2.9803255,7.976047,2.0113835,5.2024746,-1.4109925,2.6133175,2.8705587,0.3242044,0.30025092,0.36619005,0.38590455,0.52783346,0.6710913,0.5120842,0.403512,0.29409912,0.33643508,0.23583417,0.24937719
